segment,is_non_e_and_p,category,confidence,rationale
OIL-GAS-COAL & URANIUM,False,Unknown,0.7,"Includes oil and gas with coal and uranium; ambiguous but contains upstream E&P cues, default false."
HEAT TREATING OF METALS,True,Mining/Other,1.0,Heat treating metals is unrelated to upstream E&P.
STEEL FABRICATION,True,Mining/Other,1.0,Steel fabrication is unrelated to upstream E&P.
AIR CLEANING EQUIPMENT,True,Mining/Other,1.0,Air cleaning equipment is unrelated to upstream E&P.
URANIUM EXPLORATION,True,Mining/Other,1.0,Uranium exploration is mining unrelated to oil & gas upstream E&P.
OIL & GAS ONSHORE-SECURITIES,True,Corporate/Other,0.9,"Securities indicates financial/corporate activity, not upstream E&P operations."
Oil and Gas - Onshore,False,Unknown,1.0,Onshore oil and gas typically refers to upstream E&P activities.
OIL & GAS FINANCING,True,Corporate/Other,1.0,"Financing is a corporate activity, not upstream E&P."
OIL & GAS ACQUISITION & PROD,False,Unknown,1.0,Acquisition and production are upstream E&P activities.
ENERGY CONSULTING,True,Corporate/Other,1.0,"Consulting is a corporate/service activity, not upstream E&P."
OIL & GAS ONSHORE &OFFSHORE,False,Unknown,1.0,Onshore and offshore oil & gas typically refers to upstream E&P activities.
OIL-GAS & COAL,False,Unknown,0.7,"Includes oil and gas with coal; ambiguous but contains upstream E&P cues, default false."
GAS TRANSMISSION & DISTR,True,Midstream,1.0,"Gas transmission and distribution are midstream activities, not upstream E&P."
GAS PROCESS ENGR-CONSTR,True,Midstream,1.0,"Gas process engineering and construction is midstream, not upstream E&P."
AGRICULTURAL EQUIPMENT,True,Agriculture/Other,1.0,Agricultural equipment is unrelated to upstream E&P.
OVERHEAD CRANES,True,Mining/Other,1.0,Overhead cranes are equipment unrelated to upstream E&P.
INDL FURNACES-ENGINE REPAIR,True,Mining/Other,1.0,Industrial furnace and engine repair is unrelated to upstream E&P.
GAS UTILITY,True,Utilities/Power,1.0,"Gas utility is a distribution/retail activity, not upstream E&P."
UTILITY SERVICES,True,Utilities/Power,1.0,"Utility services relate to power or gas distribution, not upstream E&P."
NATURAL GAS DISTRIBUTION,True,Utilities/Power,1.0,"Natural gas distribution is a downstream or utility activity, not upstream E&P."
ENERGY MARKETING,True,Trading/Marketing,1.0,"Energy marketing is a trading/marketing activity, not upstream E&P."
SUPPLY & LOGISTICS,True,Oilfield Services,0.9,"Supply and logistics is a service activity, not upstream E&P."
UTILITIES,True,Utilities/Power,1.0,"Utilities refers to power or gas distribution, not upstream E&P."
SERVICES,True,Oilfield Services,0.8,"Generic services likely oilfield services, not upstream E&P."
Equitable Production,False,Unknown,0.9,Production is an upstream E&P activity; 'equitable' is ambiguous but does not negate E&P.
NORESCO,True,Corporate/Other,0.9,"NORESCO is known as an energy services company, non-E&P."
GAS DISTR-TRANS-STORAGE,True,Midstream,1.0,"Gas distribution, transmission, and storage are midstream/utility activities, not upstream E&P."
NATURAL GAS EXPLORATION -DEV,False,Unknown,1.0,Exploration and development are upstream E&P activities.
ENERGY MGT-COGENERATION OPS,True,Utilities/Power,1.0,"Energy management and cogeneration are power/utility activities, not upstream E&P."
GAS MARKETING-SUPPLY&TRANSP,True,Trading/Marketing,1.0,"Gas marketing, supply, and transportation are midstream/trading activities, not upstream E&P."
Equitable Utilities,True,Utilities/Power,1.0,The term 'Utilities' clearly denotes non-E&P activities related to power or gas distribution.
Equitable Supply,True,Trading/Marketing,0.9,'Supply' typically refers to midstream or marketing activities rather than E&P.
Headquarters,True,Corporate/Other,1.0,Headquarters is a non-operating corporate function.
Headquartes,True,Corporate/Other,1.0,"Likely a misspelling of 'Headquarters', thus corporate function."
Unallocated,True,Corporate/Other,1.0,Unallocated segments are non-operating or corporate eliminations.
EQT Production,False,Unknown,1.0,'Production' is a core E&P activity.
EQT Midstream,True,Midstream,1.0,'Midstream' explicitly denotes non-E&P pipeline and logistics activities.
Equitable Distribution,True,Midstream,0.95,"'Distribution' indicates midstream gas or product delivery, not E&P."
Eliminations/Other,True,Corporate/Other,1.0,Eliminations and other non-operating segments are non-E&P.
Distribution,True,Midstream,0.95,"Distribution is a midstream activity, not E&P."
EQT Gathering,True,Midstream,1.0,"'Gathering' is a midstream pipeline activity, not E&P."
EQT Transmission,True,Midstream,1.0,"'Transmission' refers to pipeline transport, a midstream function."
RMP Gathering,True,Midstream,1.0,'Gathering' is midstream pipeline activity.
RMP Water,True,Midstream,0.9,"'Water' likely refers to water services or disposal, non-E&P."
Natural Gas,False,Unknown,0.7,"Vague term; could be E&P or midstream, default to false."
Production,False,Unknown,1.0,'Production' is a core E&P activity.
Gathering,True,Midstream,1.0,'Gathering' is a midstream pipeline activity.
Transmission,True,Midstream,1.0,'Transmission' is midstream pipeline transport.
Intersegment eliminations,True,Corporate/Other,1.0,Eliminations are non-operating corporate adjustments.
Oil and Gas Onshore,False,Unknown,1.0,"Contains E&P cues only (onshore oil and gas), so treated as E&P."
ENVIRONMENTAL CONTROLS,True,Corporate/Other,0.9,"Environmental controls are support or corporate functions, not E&P."
ALTERNATIVE FUELS CONVERSION,True,Downstream,0.9,Fuel conversion is a downstream refining or processing activity.
Oil and Gas On-Shore,False,Unknown,1.0,"E&P onshore activity indicated, so not non-E&P."
SECURITIES BROKER-DEALER,True,Corporate/Other,1.0,"Securities broker-dealer is a financial service, not E&P."
OILFIELD EQUIPMENT,True,Oilfield Services,1.0,"Oilfield equipment is supplier side, non-E&P."
OIL-COAL AND GAS,False,Unknown,0.7,"Mixed commodities but includes oil and gas; ambiguous, default false."
CONTRACT DRILG-PIPELN CONSTR,True,Oilfield Services,1.0,Contract drilling and pipeline construction are service activities.
CATTLE RANCHING & REAL ESTAT,True,Mining/Other,1.0,Cattle ranching and real estate are non-E&P activities.
OIL & NATURAL GAS-ON&OFFSHR,False,Unknown,1.0,Contains E&P cues only (onshore and offshore oil and gas).
GAS MARKETING & PROCESSING,True,Midstream,1.0,Marketing and processing are midstream and trading activities.
OIL&GAS OPS-GULF COAST OFSHR,False,Unknown,1.0,Operations with oil and gas offshore are E&P activities.
OIL&GAS OPS-GULF COAST ONSHR,False,Unknown,1.0,Operations with oil and gas onshore are E&P activities.
OIL&GAS OPS-WESTERN REGION,False,Unknown,1.0,Oil and gas operations are E&P activities.
OIL&GAS OPS-CANADA,False,Unknown,1.0,Oil and gas operations are E&P activities.
Marketing and Processing Canada,True,Midstream,0.95,"Marketing and processing are midstream activities, not E&P."
Gulf of Mexico Offshore,False,Unknown,0.8,Geographic label likely referring to E&P offshore operations.
Gulf Coast Onshore,False,Unknown,0.8,Geographic label likely referring to E&P onshore operations.
Western Oil & Gas Operations,False,Unknown,1.0,Contains E&P cues only (oil and gas operations).
Canada Oil & Gas Operations,False,Unknown,1.0,Contains E&P cues only (oil and gas operations).
Oil & Gas Operations Gulf Coast Offshore,False,Unknown,1.0,Contains E&P cues only (oil and gas operations offshore).
Oil & Gas Operations Gulf Coast Onshore,False,Unknown,1.0,Contains E&P cues only (oil and gas operations onshore).
Oil & Gas Operations Western Region,False,Unknown,1.0,Contains E&P cues only (oil and gas operations).
Oil & Gas Operations Canada,False,Unknown,1.0,Contains E&P cues only (oil and gas operations).
Alaska Oil & Gas Operations,False,Unknown,1.0,Contains E&P cues only (oil and gas operations).
Oil & Gas Operations Alaska,False,Unknown,1.0,Contains E&P cues only (oil and gas operations).
Gulf Coast -Oil & Gas,False,Unknown,1.0,Contains E&P cues only (oil and gas operations).
International-Oil & Gas,False,Unknown,1.0,Contains E&P cues only (oil and gas operations).
Gulf Coast Oil & Gas Operations,False,Unknown,1.0,Contains E&P cues only (oil and gas operations).
International Oil & Gas Operations,False,Unknown,1.0,Contains E&P cues only (oil and gas operations).
OIL & GAS & ENERGY EXPL,False,Unknown,1.0,Exploration is a core E&P activity.
URANIUM,True,Mining/Other,1.0,Uranium mining is a non-oil and gas mining activity.
LEONARDITE,True,Mining/Other,1.0,"Leonardite is a mineral, non-E&P mining activity."
MINING & MINERAL EXPLORATION,True,Mining/Other,1.0,Mining and mineral exploration unrelated to oil and gas.
Leonardite,True,Mining/Other,1.0,"Duplicate of previous Leonardite, non-E&P mining."
General Corporate,True,Corporate/Other,1.0,General corporate activities are non-operating.
General Corporate Activities,True,Corporate/Other,1.0,General corporate activities are non-operating.
SOFTWARE,True,Corporate/Other,1.0,"Software is a corporate or support function, not E&P."
PIPELINE OPERATIONS,True,Midstream,1.0,Pipeline operations are midstream activities.
MINING LEASES,True,Mining/Other,1.0,Mining leases relate to non-oil and gas mining.
STEEL CONSTRUCTION,True,Corporate/Other,0.9,"Steel construction is a service or corporate activity, not E&P."
LUMBER SALES,True,Mining/Other,1.0,Lumber sales are non-E&P forestry activity.
OIL GAS & COAL,False,Unknown,0.7,"Mixed commodities including oil and gas; ambiguous, default false."
OIL & GAS PROGRAMS,False,Unknown,0.7,Vague but includes oil and gas; default to E&P.
GAS SYSTEMS,True,Midstream,0.9,'Gas systems' implies midstream pipelines or distribution.
GAS SYSTEMS & PETE TRANSPORT,True,Midstream,0.95,Gas systems and petroleum transport are midstream activities.
RETAIL & WHOLESALE,True,Downstream,1.0,Retail and wholesale are downstream marketing activities.
REFINED PRODUCTS MARKETING,True,Downstream,1.0,Refined products marketing is a downstream activity.
NATURAL GAS GATHER & MARKET,True,Midstream,1.0,Gathering and marketing are midstream and trading activities.
CONTRACT DRILLING & WELL SVC,True,Oilfield Services,1.0,Contract drilling and well services are oilfield services.
WELL SVC & CONTRACT DRILLING,True,Oilfield Services,1.0,Well services and contract drilling are oilfield services.
GEM,False,Unknown,0.5,Acronym with no clear non-E&P indication; default false.
Global,False,Unknown,0.7,"Vague geographic term, default to false."
IBA,False,Unknown,0.5,Acronym with no clear non-E&P indication; default false.
HEC Corp,False,Unknown,0.5,Corporate name with no clear non-E&P indication; default false.
HKN,False,Unknown,0.5,Acronym with no clear non-E&P indication; default false.
BWI,False,Unknown,0.5,Acronym with no clear non-E&P indication; default false.
Gerrity Oil,False,Unknown,0.8,Contains 'Oil' indicating E&P or related operations; default false.
nan,False,Unknown,0.0,Not a valid segment name; default false.
MINING-OIL-GAS,False,Unknown,0.7,"Mixed mining and oil & gas; ambiguous, default false."
GEOLOGICAL SERVICES,True,Oilfield Services,0.9,"Geological services are oilfield services, non-E&P."
GEOLOGICAL CONSULTING,True,Oilfield Services,0.9,"Consulting is a service activity, not direct exploration or production."
PETROLEUM & NATURAL GAS,False,Unknown,0.6,Generic name including petroleum and natural gas without specifying E&P or non-E&P.
LPG MARKETING & STORAGE,True,Midstream,0.95,"Marketing and storage are downstream/midstream activities, not E&P."
OIL,False,Unknown,0.5,"Too vague, could be E&P or other oil activities."
GAS,False,Unknown,0.5,"Too vague, could be E&P or other gas activities."
PRODUCTS TRADING,True,Trading/Marketing,0.95,Trading of products is a non-E&P marketing activity.
REFINERY PDS-PETROCHEMICALS,True,Downstream,0.95,Refinery products and petrochemicals are downstream activities.
CRUDE OIL TRADING,True,Trading/Marketing,0.95,Trading crude oil is a non-E&P marketing activity.
REFINERY PRODUCTS,True,Downstream,0.95,Refinery products are downstream activities.
PUR & TRANS OF NATURAL GAS,True,Midstream,0.9,Purchase and transportation of natural gas is midstream activity.
CRUDE OIL MARKETING,True,Trading/Marketing,0.95,Marketing crude oil is a non-E&P activity.
CHEM PROCESSNG-PD TERMINALNG,True,Chemicals,0.9,Chemical processing and product terminaling are downstream/chemical activities.
SPEC HYDROCARBONS-CHEM PROC,True,Chemicals,0.9,"Special hydrocarbons chemical processing is a chemical activity, not E&P."
TRANSPORTATION,True,Midstream,0.85,Transportation is a midstream/logistics activity.
TECH FUELS & CHEMICAL PROC,True,Chemicals,0.9,Technical fuels and chemical processing are downstream/chemical activities.
CRUDE OIL MARKETING & TRANS,True,Trading/Marketing,0.95,Marketing and transportation of crude oil are non-E&P activities.
CRUDE OIL MKTING & TRANSPORT,True,Trading/Marketing,0.95,Marketing and transport of crude oil are non-E&P activities.
SULPHUR,True,Chemicals,0.9,"Sulphur is a chemical/mineral product, not E&P."
PROCESSING NON-OWNED GAS,True,Midstream,0.9,Processing non-owned gas is a midstream activity.
PIPE LINE-PROD TRADING SALES,True,Midstream,0.9,"Pipeline, trading, and sales are midstream and marketing activities."
CRUDE OIL-NATURAL GAS,False,Unknown,0.6,Generic hydrocarbons name without clear non-E&P indication.
CONTRACT DRILLING SERVICES,True,Oilfield Services,0.95,"Contract drilling is an oilfield service, not E&P."
ONSHORE OIL & GAS,False,Upstream,0.95,Onshore oil and gas indicates upstream E&P activity.
REAL ESTATE MANAGEMENT,True,Real Estate,1.0,Real estate management is unrelated to E&P.
CORDAGE MANUFACTURING,True,Mining/Other,1.0,Manufacturing cordage is unrelated to E&P.
Oil & gas - Onshore,False,Upstream,0.95,Onshore oil and gas indicates upstream E&P activity.
OIL PRODTN ONSHORE & ROYALTY,False,Upstream,0.95,Oil production onshore and royalty clearly E&P.
GOLD SALES,True,Mining/Other,1.0,Gold sales is mining unrelated to oil and gas E&P.
GAS GATHERING,True,Midstream,0.95,Gas gathering is a midstream activity.
United States Oil & Gas,False,Unknown,0.7,"Geographic label with oil & gas, ambiguous but likely E&P."
Israel Oil & Gas,False,Unknown,0.7,"Geographic label with oil & gas, ambiguous but likely E&P."
Vessel,True,Oilfield Services,0.85,"Vessel likely refers to service or transport, not E&P."
Production Services,True,Oilfield Services,0.9,"Production services are support activities, not E&P."
Well Service,True,Oilfield Services,0.95,"Well services are oilfield services, not E&P."
Oil and Gas Activities,False,Unknown,0.7,"Generic term, ambiguous but likely includes E&P."
"Oil, Gas, and NGLs",False,Unknown,0.7,"Generic hydrocarbons term, ambiguous but likely E&P."
INVESTMENTS,True,Corporate/Other,1.0,"Investments is a corporate activity, not E&P."
CHEMICALS & PLANT FOOD,True,Chemicals,0.95,Chemicals and plant food are non-E&P chemical activities.
NUCLEAR,True,Mining/Other,1.0,Nuclear is unrelated to oil and gas E&P.
